avg_log2FC,mean_pct,sample_size,power,avg_log2FC_absolute
-0.344142407,0.826,9,0.99,0.344142407
-0.344142407,0.826,10,0.99,0.344142407
-0.310429553,0.877,1,0.89,0.310429553
-0.310429553,0.877,2,0.97,0.310429553
-0.310429553,0.877,3,0.98,0.310429553
-0.310429553,0.877,4,0.98,0.310429553
-0.310429553,0.877,5,0.98,0.310429553
-0.310429553,0.877,6,0.99,0.310429553
-0.310429553,0.877,7,0.99,0.310429553
-0.310429553,0.877,8,1,0.310429553
-0.310429553,0.877,9,0.99,0.310429553
-0.310429553,0.877,10,0.99,0.310429553
-0.329152286,0.9575,1,0.91,0.329152286
-0.329152286,0.9575,2,0.97,0.329152286
-0.329152286,0.9575,3,0.97,0.329152286
-0.329152286,0.9575,4,0.98,0.329152286
-0.329152286,0.9575,5,0.99,0.329152286
-0.329152286,0.9575,6,0.99,0.329152286
-0.329152286,0.9575,7,1,0.329152286
-0.329152286,0.9575,8,0.99,0.329152286
-0.329152286,0.9575,9,1,0.329152286
-0.329152286,0.9575,10,1,0.329152286
-0.636951345,0.8805,1,0.99,0.636951345
-0.636951345,0.8805,2,0.99,0.636951345
-0.636951345,0.8805,3,1,0.636951345
-0.636951345,0.8805,4,1,0.636951345
-0.636951345,0.8805,5,1,0.636951345
-0.636951345,0.8805,6,1,0.636951345
-0.636951345,0.8805,7,1,0.636951345
-0.636951345,0.8805,8,1,0.636951345
-0.636951345,0.8805,9,1,0.636951345
-0.636951345,0.8805,10,1,0.636951345
-0.407579344,0.9195,1,0.84,0.407579344
-0.407579344,0.9195,2,0.95,0.407579344
-0.407579344,0.9195,3,0.96,0.407579344
-0.407579344,0.9195,4,0.97,0.407579344
-0.407579344,0.9195,5,0.99,0.407579344
-0.407579344,0.9195,6,0.98,0.407579344
-0.407579344,0.9195,7,0.99,0.407579344
-0.407579344,0.9195,8,0.99,0.407579344
-0.407579344,0.9195,9,0.99,0.407579344
-0.407579344,0.9195,10,0.99,0.407579344
-0.477333808,0.815,1,0.97,0.477333808
-0.477333808,0.815,2,0.98,0.477333808
-0.477333808,0.815,3,0.99,0.477333808
-0.477333808,0.815,4,1,0.477333808
-0.477333808,0.815,5,1,0.477333808
-0.477333808,0.815,6,1,0.477333808
-0.477333808,0.815,7,1,0.477333808
-0.477333808,0.815,8,1,0.477333808
-0.477333808,0.815,9,1,0.477333808
-0.477333808,0.815,10,1,0.477333808
-0.359905877,0.901,1,0.88,0.359905877
-0.359905877,0.901,2,0.94,0.359905877
-0.359905877,0.901,3,0.97,0.359905877
-0.359905877,0.901,4,0.97,0.359905877
-0.359905877,0.901,5,0.98,0.359905877
-0.359905877,0.901,6,0.98,0.359905877
-0.359905877,0.901,7,0.99,0.359905877
-0.359905877,0.901,8,0.98,0.359905877
-0.359905877,0.901,9,0.99,0.359905877
-0.359905877,0.901,10,0.99,0.359905877
-0.450720399,0.8905,1,0.93,0.450720399
-0.450720399,0.8905,2,0.98,0.450720399
-0.450720399,0.8905,3,0.99,0.450720399
-0.450720399,0.8905,4,1,0.450720399
-0.450720399,0.8905,5,1,0.450720399
-0.450720399,0.8905,6,1,0.450720399
-0.450720399,0.8905,7,1,0.450720399
-0.450720399,0.8905,8,1,0.450720399
-0.450720399,0.8905,9,1,0.450720399
-0.450720399,0.8905,10,1,0.450720399
-0.689787403,0.8445,1,0.99,0.689787403
-0.689787403,0.8445,2,1,0.689787403
-0.689787403,0.8445,3,1,0.689787403
-0.689787403,0.8445,4,1,0.689787403
-0.689787403,0.8445,5,1,0.689787403
-0.689787403,0.8445,6,1,0.689787403
-0.689787403,0.8445,7,1,0.689787403
-0.689787403,0.8445,8,1,0.689787403
-0.689787403,0.8445,9,1,0.689787403
-0.689787403,0.8445,10,1,0.689787403
-0.349072244,0.8115,1,0.9,0.349072244
-0.349072244,0.8115,2,0.96,0.349072244
-0.349072244,0.8115,3,0.97,0.349072244
-0.349072244,0.8115,4,0.98,0.349072244
-0.349072244,0.8115,5,0.98,0.349072244
-0.349072244,0.8115,6,1,0.349072244
-0.349072244,0.8115,7,0.99,0.349072244
-0.349072244,0.8115,8,0.99,0.349072244
-0.349072244,0.8115,9,0.99,0.349072244
-0.349072244,0.8115,10,1,0.349072244
-0.554949177,0.9095,1,0.99,0.554949177
-0.554949177,0.9095,2,0.99,0.554949177
-0.554949177,0.9095,3,1,0.554949177
-0.554949177,0.9095,4,1,0.554949177
-0.554949177,0.9095,5,1,0.554949177
-0.554949177,0.9095,6,1,0.554949177
-0.554949177,0.9095,7,1,0.554949177
-0.554949177,0.9095,8,1,0.554949177
-0.554949177,0.9095,9,1,0.554949177
-0.554949177,0.9095,10,1,0.554949177
-0.530684173,0.895,1,0.97,0.530684173
-0.530684173,0.895,2,0.99,0.530684173
-0.530684173,0.895,3,0.99,0.530684173
-0.530684173,0.895,4,1,0.530684173
-0.530684173,0.895,5,1,0.530684173
-0.530684173,0.895,6,1,0.530684173
-0.530684173,0.895,7,1,0.530684173
-0.530684173,0.895,8,1,0.530684173
-0.530684173,0.895,9,1,0.530684173
-0.530684173,0.895,10,1,0.530684173
-0.500932717,0.7335,1,0.92,0.500932717
-0.500932717,0.7335,2,0.96,0.500932717
-0.500932717,0.7335,3,0.98,0.500932717
-0.500932717,0.7335,4,0.98,0.500932717
-0.500932717,0.7335,5,0.99,0.500932717
-0.500932717,0.7335,6,1,0.500932717
-0.500932717,0.7335,7,1,0.500932717
-0.500932717,0.7335,8,0.99,0.500932717
-0.500932717,0.7335,9,1,0.500932717
-0.500932717,0.7335,10,1,0.500932717
-0.644161954,0.851,1,0.98,0.644161954
-0.644161954,0.851,2,0.99,0.644161954
-0.644161954,0.851,3,1,0.644161954
-0.644161954,0.851,4,1,0.644161954
-0.644161954,0.851,5,1,0.644161954
-0.644161954,0.851,6,1,0.644161954
-0.644161954,0.851,7,1,0.644161954
-0.644161954,0.851,8,1,0.644161954
-0.644161954,0.851,9,1,0.644161954
-0.644161954,0.851,10,1,0.644161954
-0.414225057,0.8365,1,0.06,0.414225057
-0.414225057,0.8365,2,0.04,0.414225057
-0.414225057,0.8365,3,0,0.414225057
-0.414225057,0.8365,4,0.01,0.414225057
-0.414225057,0.8365,5,0.02,0.414225057
-0.414225057,0.8365,6,0,0.414225057
-0.414225057,0.8365,7,0.01,0.414225057
-0.414225057,0.8365,8,0,0.414225057
-0.414225057,0.8365,9,0.02,0.414225057
-0.414225057,0.8365,10,0.01,0.414225057
-0.358394863,0.872,1,0.03,0.358394863
-0.358394863,0.872,2,0.05,0.358394863
-0.358394863,0.872,3,0,0.358394863
-0.358394863,0.872,4,0,0.358394863
-0.358394863,0.872,5,0.02,0.358394863
-0.358394863,0.872,6,0,0.358394863
-0.358394863,0.872,7,0.01,0.358394863
-0.358394863,0.872,8,0,0.358394863
-0.358394863,0.872,9,0,0.358394863
-0.358394863,0.872,10,0.01,0.358394863
-0.516033614,0.83,1,0.94,0.516033614
-0.516033614,0.83,2,0.98,0.516033614
-0.516033614,0.83,3,0.99,0.516033614
-0.516033614,0.83,4,0.99,0.516033614
-0.516033614,0.83,5,1,0.516033614
-0.516033614,0.83,6,1,0.516033614
-0.516033614,0.83,7,1,0.516033614
-0.516033614,0.83,8,1,0.516033614
-0.516033614,0.83,9,1,0.516033614
-0.516033614,0.83,10,1,0.516033614
-0.575102053,0.945,1,0.96,0.575102053
-0.575102053,0.945,2,0.98,0.575102053
-0.575102053,0.945,3,0.99,0.575102053
-0.575102053,0.945,4,0.99,0.575102053
-0.575102053,0.945,5,1,0.575102053
-0.575102053,0.945,6,1,0.575102053
-0.575102053,0.945,7,1,0.575102053
-0.575102053,0.945,8,1,0.575102053
-0.575102053,0.945,9,1,0.575102053
-0.575102053,0.945,10,1,0.575102053
-0.412104713,0.8615,1,0.94,0.412104713
-0.412104713,0.8615,2,0.97,0.412104713
-0.412104713,0.8615,3,0.99,0.412104713
-0.412104713,0.8615,4,0.99,0.412104713
-0.412104713,0.8615,5,1,0.412104713
-0.412104713,0.8615,6,1,0.412104713
-0.412104713,0.8615,7,1,0.412104713
-0.412104713,0.8615,8,1,0.412104713
-0.412104713,0.8615,9,1,0.412104713
-0.412104713,0.8615,10,1,0.412104713
-0.525710706,0.909,1,0.97,0.525710706
-0.525710706,0.909,2,0.99,0.525710706
-0.525710706,0.909,3,0.99,0.525710706
-0.525710706,0.909,4,1,0.525710706
-0.525710706,0.909,5,1,0.525710706
-0.525710706,0.909,6,1,0.525710706
-0.525710706,0.909,7,1,0.525710706
-0.525710706,0.909,8,1,0.525710706
-0.525710706,0.909,9,1,0.525710706
-0.525710706,0.909,10,1,0.525710706
-0.428414004,0.8895,1,0.97,0.428414004
-0.428414004,0.8895,2,1,0.428414004
-0.428414004,0.8895,3,0.99,0.428414004
-0.428414004,0.8895,4,1,0.428414004
-0.428414004,0.8895,5,1,0.428414004
-0.428414004,0.8895,6,1,0.428414004
-0.428414004,0.8895,7,1,0.428414004
-0.428414004,0.8895,8,1,0.428414004
-0.428414004,0.8895,9,1,0.428414004
-0.428414004,0.8895,10,1,0.428414004
-0.682893545,0.751,1,0.95,0.682893545
-0.682893545,0.751,2,0.98,0.682893545
-0.682893545,0.751,3,0.98,0.682893545
-0.682893545,0.751,4,1,0.682893545
-0.682893545,0.751,5,0.99,0.682893545
-0.682893545,0.751,6,1,0.682893545
-0.682893545,0.751,7,1,0.682893545
-0.682893545,0.751,8,1,0.682893545
-0.682893545,0.751,9,1,0.682893545
-0.682893545,0.751,10,1,0.682893545
-0.393694921,0.881,1,0.93,0.393694921
-0.393694921,0.881,2,0.97,0.393694921
-0.393694921,0.881,3,0.97,0.393694921
-0.393694921,0.881,4,0.99,0.393694921
-0.393694921,0.881,5,0.99,0.393694921
-0.393694921,0.881,6,0.99,0.393694921
-0.393694921,0.881,7,0.99,0.393694921
-0.393694921,0.881,8,0.99,0.393694921
-0.393694921,0.881,9,1,0.393694921
-0.393694921,0.881,10,1,0.393694921
-0.856993304,0.261,1,0.9,0.856993304
-0.856993304,0.261,2,0.95,0.856993304
-0.856993304,0.261,3,0.97,0.856993304
-0.856993304,0.261,4,0.99,0.856993304
-0.856993304,0.261,5,0.99,0.856993304
-0.856993304,0.261,6,0.99,0.856993304
-0.856993304,0.261,7,0.99,0.856993304
-0.856993304,0.261,8,0.99,0.856993304
-0.856993304,0.261,9,0.99,0.856993304
-0.856993304,0.261,10,0.99,0.856993304
-0.836847428,0.691,1,0.98,0.836847428
-0.836847428,0.691,2,0.99,0.836847428
-0.836847428,0.691,3,0.99,0.836847428
-0.836847428,0.691,4,1,0.836847428
-0.836847428,0.691,5,1,0.836847428
-0.836847428,0.691,6,1,0.836847428
-0.836847428,0.691,7,1,0.836847428
-0.836847428,0.691,8,1,0.836847428
-0.836847428,0.691,9,1,0.836847428
-0.836847428,0.691,10,1,0.836847428
-0.901980509,0.765,1,0.98,0.901980509
-0.901980509,0.765,2,0.99,0.901980509
-0.901980509,0.765,3,1,0.901980509
-0.901980509,0.765,4,1,0.901980509
-0.901980509,0.765,5,1,0.901980509
-0.901980509,0.765,6,1,0.901980509
-0.901980509,0.765,7,1,0.901980509
-0.901980509,0.765,8,1,0.901980509
-0.901980509,0.765,9,1,0.901980509
-0.901980509,0.765,10,1,0.901980509
-0.71747434,0.1905,1,0.87,0.71747434
-0.71747434,0.1905,2,0.88,0.71747434
-0.71747434,0.1905,3,0.93,0.71747434
-0.71747434,0.1905,4,0.95,0.71747434
-0.71747434,0.1905,5,0.98,0.71747434
-0.71747434,0.1905,6,0.98,0.71747434
-0.71747434,0.1905,7,0.97,0.71747434
-0.71747434,0.1905,8,0.99,0.71747434
-0.71747434,0.1905,9,0.98,0.71747434
-0.71747434,0.1905,10,0.98,0.71747434
-0.779977766,0.334,1,0.9,0.779977766
-0.779977766,0.334,2,0.97,0.779977766
-0.779977766,0.334,3,0.97,0.779977766
-0.779977766,0.334,4,0.98,0.779977766
-0.779977766,0.334,5,0.99,0.779977766
-0.779977766,0.334,6,0.99,0.779977766
-0.779977766,0.334,7,0.99,0.779977766
-0.779977766,0.334,8,0.99,0.779977766
-0.779977766,0.334,9,0.99,0.779977766
-0.779977766,0.334,10,1,0.779977766
-1.920416835,0.0695,1,0.93,1.920416835
-1.920416835,0.0695,2,0.97,1.920416835
-1.920416835,0.0695,3,0.98,1.920416835
-1.920416835,0.0695,4,0.99,1.920416835
-1.920416835,0.0695,5,0.99,1.920416835
-1.920416835,0.0695,6,0.99,1.920416835
-1.920416835,0.0695,7,0.99,1.920416835
-1.920416835,0.0695,8,1,1.920416835
-1.920416835,0.0695,9,1,1.920416835
-1.920416835,0.0695,10,1,1.920416835
-0.644020097,0.9575,1,0.99,0.644020097
-0.644020097,0.9575,2,0.99,0.644020097
-0.644020097,0.9575,3,1,0.644020097
-0.644020097,0.9575,4,1,0.644020097
-0.644020097,0.9575,5,1,0.644020097
-0.644020097,0.9575,6,1,0.644020097
-0.644020097,0.9575,7,1,0.644020097
-0.644020097,0.9575,8,1,0.644020097
-0.644020097,0.9575,9,1,0.644020097
-0.644020097,0.9575,10,1,0.644020097
-1.888640309,0.055,1,0.95,1.888640309
-1.888640309,0.055,2,0.95,1.888640309
-1.888640309,0.055,3,0.97,1.888640309
-1.888640309,0.055,4,0.99,1.888640309
-1.888640309,0.055,5,0.98,1.888640309
-1.888640309,0.055,6,1,1.888640309
-1.888640309,0.055,7,0.99,1.888640309
-1.888640309,0.055,8,1,1.888640309
-1.888640309,0.055,9,0.99,1.888640309
-1.888640309,0.055,10,0.99,1.888640309
-4.827032051,0.0445,1,0.92,4.827032051
-4.827032051,0.0445,2,0.95,4.827032051
-4.827032051,0.0445,3,0.97,4.827032051
-4.827032051,0.0445,4,0.98,4.827032051
-4.827032051,0.0445,5,0.99,4.827032051
-4.827032051,0.0445,6,0.99,4.827032051
-4.827032051,0.0445,7,0.99,4.827032051
-4.827032051,0.0445,8,0.99,4.827032051
-4.827032051,0.0445,9,0.99,4.827032051
-4.827032051,0.0445,10,0.99,4.827032051
-1.694098061,0.1215,1,0.88,1.694098061
-1.694098061,0.1215,2,0.95,1.694098061
-1.694098061,0.1215,3,0.96,1.694098061
-1.694098061,0.1215,4,0.96,1.694098061
-1.694098061,0.1215,5,0.98,1.694098061
-1.694098061,0.1215,6,0.99,1.694098061
-1.694098061,0.1215,7,0.99,1.694098061
-1.694098061,0.1215,8,1,1.694098061
-1.694098061,0.1215,9,0.99,1.694098061
-1.694098061,0.1215,10,0.99,1.694098061
-1.343238695,0.093,1,0.85,1.343238695
-1.343238695,0.093,2,0.93,1.343238695
-1.343238695,0.093,3,0.94,1.343238695
-1.343238695,0.093,4,0.96,1.343238695
-1.343238695,0.093,5,0.97,1.343238695
-1.343238695,0.093,6,0.97,1.343238695
-1.343238695,0.093,7,0.98,1.343238695
-1.343238695,0.093,8,0.98,1.343238695
-1.343238695,0.093,9,0.99,1.343238695
-1.343238695,0.093,10,0.99,1.343238695
-0.727451236,0.109,1,0.9,0.727451236
-0.727451236,0.109,2,0.92,0.727451236
-0.727451236,0.109,3,0.96,0.727451236
-0.727451236,0.109,4,0.98,0.727451236
-0.727451236,0.109,5,0.97,0.727451236
-0.727451236,0.109,6,0.99,0.727451236
-0.727451236,0.109,7,0.99,0.727451236
-0.727451236,0.109,8,0.99,0.727451236
-0.727451236,0.109,9,0.99,0.727451236
-0.727451236,0.109,10,0.99,0.727451236
-0.955386107,0.2625,1,0.93,0.955386107
-0.955386107,0.2625,2,0.98,0.955386107
-0.955386107,0.2625,3,0.98,0.955386107
-0.955386107,0.2625,4,0.98,0.955386107
-0.955386107,0.2625,5,0.99,0.955386107
-0.955386107,0.2625,6,1,0.955386107
-0.955386107,0.2625,7,0.99,0.955386107
-0.955386107,0.2625,8,1,0.955386107
-0.955386107,0.2625,9,0.99,0.955386107
-0.955386107,0.2625,10,1,0.955386107
-0.724119072,0.1905,1,0.91,0.724119072
-0.724119072,0.1905,2,0.92,0.724119072
-0.724119072,0.1905,3,0.94,0.724119072
-0.724119072,0.1905,4,0.95,0.724119072
-0.724119072,0.1905,5,0.96,0.724119072
-0.724119072,0.1905,6,0.99,0.724119072
-0.724119072,0.1905,7,0.98,0.724119072
-0.724119072,0.1905,8,1,0.724119072
-0.724119072,0.1905,9,0.98,0.724119072
-0.724119072,0.1905,10,0.99,0.724119072
-4.162078908,0.043,1,0.91,4.162078908
-4.162078908,0.043,2,0.99,4.162078908
-4.162078908,0.043,3,0.99,4.162078908
-4.162078908,0.043,4,0.99,4.162078908
-4.162078908,0.043,5,0.99,4.162078908
-4.162078908,0.043,6,1,4.162078908
-4.162078908,0.043,7,0.99,4.162078908
-4.162078908,0.043,8,0.99,4.162078908
-4.162078908,0.043,9,1,4.162078908
-4.162078908,0.043,10,1,4.162078908
-3.307265122,0.0305,1,0.74,3.307265122
-3.307265122,0.0305,2,0.87,3.307265122
-3.307265122,0.0305,3,0.92,3.307265122
-3.307265122,0.0305,4,0.94,3.307265122
-3.307265122,0.0305,5,0.95,3.307265122
-3.307265122,0.0305,6,0.96,3.307265122
-3.307265122,0.0305,7,0.97,3.307265122
-3.307265122,0.0305,8,0.97,3.307265122
-3.307265122,0.0305,9,0.98,3.307265122
-3.307265122,0.0305,10,0.97,3.307265122
-1.865340314,0.4595,1,0.99,1.865340314
-1.865340314,0.4595,2,1,1.865340314
-1.865340314,0.4595,3,1,1.865340314
-1.865340314,0.4595,4,1,1.865340314
-1.865340314,0.4595,5,1,1.865340314
-1.865340314,0.4595,6,1,1.865340314
-1.865340314,0.4595,7,1,1.865340314
-1.865340314,0.4595,8,1,1.865340314
-1.865340314,0.4595,9,1,1.865340314
-1.865340314,0.4595,10,1,1.865340314
-0.752402826,0.4335,1,0.94,0.752402826
-0.752402826,0.4335,2,0.99,0.752402826
-0.752402826,0.4335,3,0.98,0.752402826
-0.752402826,0.4335,4,0.99,0.752402826
-0.752402826,0.4335,5,0.99,0.752402826
-0.752402826,0.4335,6,0.99,0.752402826
-0.752402826,0.4335,7,1,0.752402826
-0.752402826,0.4335,8,1,0.752402826
-0.752402826,0.4335,9,0.99,0.752402826
-0.752402826,0.4335,10,1,0.752402826
2.627194204,0.041,1,0.81,2.627194204
2.627194204,0.041,2,0.84,2.627194204
2.627194204,0.041,3,0.92,2.627194204
2.627194204,0.041,4,0.96,2.627194204
2.627194204,0.041,5,0.97,2.627194204
2.627194204,0.041,6,0.97,2.627194204
2.627194204,0.041,7,0.96,2.627194204
2.627194204,0.041,8,0.98,2.627194204
2.627194204,0.041,9,0.98,2.627194204
2.627194204,0.041,10,0.98,2.627194204
-1.889420964,0.09,1,0.69,1.889420964
-1.889420964,0.09,2,0.82,1.889420964
-1.889420964,0.09,3,0.88,1.889420964
-1.889420964,0.09,4,0.91,1.889420964
-1.889420964,0.09,5,0.93,1.889420964
-1.889420964,0.09,6,0.95,1.889420964
-1.889420964,0.09,7,0.96,1.889420964
-1.889420964,0.09,8,0.96,1.889420964
-1.889420964,0.09,9,0.96,1.889420964
-1.889420964,0.09,10,0.96,1.889420964
-0.525366057,0.571,1,0.23,0.525366057
-0.525366057,0.571,2,0.07,0.525366057
-0.525366057,0.571,3,0.04,0.525366057
-0.525366057,0.571,4,0.03,0.525366057
-0.525366057,0.571,5,0.04,0.525366057
-0.525366057,0.571,6,0.03,0.525366057
-0.525366057,0.571,7,0.04,0.525366057
-0.525366057,0.571,8,0.01,0.525366057
-0.525366057,0.571,9,0.02,0.525366057
-0.525366057,0.571,10,0.03,0.525366057
-1.702725633,0.0665,1,0.06,1.702725633
-1.702725633,0.0665,2,0,1.702725633
-1.702725633,0.0665,3,0.05,1.702725633
-1.702725633,0.0665,4,0,1.702725633
-1.702725633,0.0665,5,0,1.702725633
-1.702725633,0.0665,6,0.04,1.702725633
-1.702725633,0.0665,7,0.04,1.702725633
-1.702725633,0.0665,8,0,1.702725633
-1.702725633,0.0665,9,0.01,1.702725633
-1.702725633,0.0665,10,0.02,1.702725633
-2.46898271,0.2235,1,0.99,2.46898271
-2.46898271,0.2235,2,1,2.46898271
-2.46898271,0.2235,3,1,2.46898271
-2.46898271,0.2235,4,1,2.46898271
-2.46898271,0.2235,5,1,2.46898271
-2.46898271,0.2235,6,1,2.46898271
-2.46898271,0.2235,7,1,2.46898271
-2.46898271,0.2235,8,1,2.46898271
-2.46898271,0.2235,9,1,2.46898271
-2.46898271,0.2235,10,1,2.46898271
-1.397118176,0.224,1,0.93,1.397118176
-1.397118176,0.224,2,0.99,1.397118176
-1.397118176,0.224,3,0.99,1.397118176
-1.397118176,0.224,4,1,1.397118176
-1.397118176,0.224,5,1,1.397118176
-1.397118176,0.224,6,1,1.397118176
-1.397118176,0.224,7,0.99,1.397118176
-1.397118176,0.224,8,1,1.397118176
-1.397118176,0.224,9,1,1.397118176
-1.397118176,0.224,10,1,1.397118176
-1.724437544,0.088,1,0.25,1.724437544
-1.724437544,0.088,2,0.1,1.724437544
-1.724437544,0.088,3,0.03,1.724437544
-1.724437544,0.088,4,0.05,1.724437544
-1.724437544,0.088,5,0.03,1.724437544
-1.724437544,0.088,6,0.05,1.724437544
-1.724437544,0.088,7,0.07,1.724437544
-1.724437544,0.088,8,0.02,1.724437544
-1.724437544,0.088,9,0.03,1.724437544
-1.724437544,0.088,10,0.01,1.724437544
-0.697788762,0.2265,1,0.92,0.697788762
-0.697788762,0.2265,2,0.96,0.697788762
-0.697788762,0.2265,3,0.96,0.697788762
-0.697788762,0.2265,4,0.99,0.697788762
-0.697788762,0.2265,5,1,0.697788762
-0.697788762,0.2265,6,0.99,0.697788762
-0.697788762,0.2265,7,1,0.697788762
-0.697788762,0.2265,8,0.99,0.697788762
-0.697788762,0.2265,9,0.99,0.697788762
-0.697788762,0.2265,10,0.99,0.697788762
-0.956283797,0.252,1,0.84,0.956283797
-0.956283797,0.252,2,0.96,0.956283797
-0.956283797,0.252,3,0.97,0.956283797
-0.956283797,0.252,4,0.97,0.956283797
-0.956283797,0.252,5,0.99,0.956283797
-0.956283797,0.252,6,0.98,0.956283797
-0.956283797,0.252,7,0.99,0.956283797
-0.956283797,0.252,8,0.99,0.956283797
-0.956283797,0.252,9,0.99,0.956283797
-0.956283797,0.252,10,0.99,0.956283797
1.316360284,0.3595,1,0.97,1.316360284
1.316360284,0.3595,2,0.99,1.316360284
1.316360284,0.3595,3,1,1.316360284
1.316360284,0.3595,4,1,1.316360284
1.316360284,0.3595,5,0.99,1.316360284
1.316360284,0.3595,6,1,1.316360284
1.316360284,0.3595,7,1,1.316360284
1.316360284,0.3595,8,1,1.316360284
1.316360284,0.3595,9,1,1.316360284
1.316360284,0.3595,10,1,1.316360284
-0.7630038,0.2185,1,0.93,0.7630038
-0.7630038,0.2185,2,0.95,0.7630038
-0.7630038,0.2185,3,0.98,0.7630038
-0.7630038,0.2185,4,0.99,0.7630038
-0.7630038,0.2185,5,0.98,0.7630038
-0.7630038,0.2185,6,0.99,0.7630038
-0.7630038,0.2185,7,0.99,0.7630038
-0.7630038,0.2185,8,0.99,0.7630038
-0.7630038,0.2185,9,0.99,0.7630038
-0.7630038,0.2185,10,0.99,0.7630038
-1.580220643,0.139,1,0.96,1.580220643
-1.580220643,0.139,2,0.98,1.580220643
-1.580220643,0.139,3,0.99,1.580220643
-1.580220643,0.139,4,1,1.580220643
-1.580220643,0.139,5,1,1.580220643
-1.580220643,0.139,6,1,1.580220643
-1.580220643,0.139,7,1,1.580220643
-1.580220643,0.139,8,1,1.580220643
-1.580220643,0.139,9,1,1.580220643
-1.580220643,0.139,10,1,1.580220643
-1.041545744,0.2445,1,0.92,1.041545744
-1.041545744,0.2445,2,0.95,1.041545744
-1.041545744,0.2445,3,0.97,1.041545744
-1.041545744,0.2445,4,0.99,1.041545744
-1.041545744,0.2445,5,1,1.041545744
-1.041545744,0.2445,6,0.99,1.041545744
-1.041545744,0.2445,7,0.99,1.041545744
-1.041545744,0.2445,8,1,1.041545744
-1.041545744,0.2445,9,1,1.041545744
-1.041545744,0.2445,10,1,1.041545744
-6.080810517,0.0315,1,0.88,6.080810517
-6.080810517,0.0315,2,0.94,6.080810517
-6.080810517,0.0315,3,0.97,6.080810517
-6.080810517,0.0315,4,0.97,6.080810517
-6.080810517,0.0315,5,0.98,6.080810517
-6.080810517,0.0315,6,0.99,6.080810517
-6.080810517,0.0315,7,0.99,6.080810517
-6.080810517,0.0315,8,0.99,6.080810517
-6.080810517,0.0315,9,0.99,6.080810517
-6.080810517,0.0315,10,0.99,6.080810517
0.841272943,0.6625,1,0.99,0.841272943
0.841272943,0.6625,2,1,0.841272943
0.841272943,0.6625,3,1,0.841272943
0.841272943,0.6625,4,1,0.841272943
0.841272943,0.6625,5,1,0.841272943
0.841272943,0.6625,6,1,0.841272943
0.841272943,0.6625,7,1,0.841272943
0.841272943,0.6625,8,1,0.841272943
0.841272943,0.6625,9,1,0.841272943
0.841272943,0.6625,10,1,0.841272943
-3.603567884,0.2805,1,0.95,3.603567884
-3.603567884,0.2805,2,0.98,3.603567884
-3.603567884,0.2805,3,0.99,3.603567884
-3.603567884,0.2805,4,0.99,3.603567884
-3.603567884,0.2805,5,0.99,3.603567884
-3.603567884,0.2805,6,1,3.603567884
-3.603567884,0.2805,7,1,3.603567884
-3.603567884,0.2805,8,1,3.603567884
-3.603567884,0.2805,9,1,3.603567884
-3.603567884,0.2805,10,1,3.603567884
-0.860229301,0.4215,1,0.96,0.860229301
-0.860229301,0.4215,2,0.98,0.860229301
-0.860229301,0.4215,3,0.99,0.860229301
-0.860229301,0.4215,4,0.99,0.860229301
-0.860229301,0.4215,5,0.99,0.860229301
-0.860229301,0.4215,6,0.99,0.860229301
-0.860229301,0.4215,7,1,0.860229301
-0.860229301,0.4215,8,0.99,0.860229301
-0.860229301,0.4215,9,1,0.860229301
-0.860229301,0.4215,10,1,0.860229301
-2.433236079,0.087,1,0.88,2.433236079
-2.433236079,0.087,2,0.94,2.433236079
-2.433236079,0.087,3,0.92,2.433236079
-2.433236079,0.087,4,0.95,2.433236079
-2.433236079,0.087,5,0.95,2.433236079
-2.433236079,0.087,6,0.98,2.433236079
-2.433236079,0.087,7,0.97,2.433236079
-2.433236079,0.087,8,0.98,2.433236079
-2.433236079,0.087,9,1,2.433236079
-2.433236079,0.087,10,0.99,2.433236079
-1.506392862,0.198,1,0.92,1.506392862
-1.506392862,0.198,2,0.95,1.506392862
-1.506392862,0.198,3,0.97,1.506392862
-1.506392862,0.198,4,0.98,1.506392862
-1.506392862,0.198,5,0.98,1.506392862
-1.506392862,0.198,6,0.99,1.506392862
-1.506392862,0.198,7,0.99,1.506392862
-1.506392862,0.198,8,0.99,1.506392862
-1.506392862,0.198,9,0.99,1.506392862
-1.506392862,0.198,10,0.99,1.506392862
-2.275054485,0.0675,1,0.93,2.275054485
-2.275054485,0.0675,2,0.97,2.275054485
-2.275054485,0.0675,3,0.99,2.275054485
-2.275054485,0.0675,4,1,2.275054485
-2.275054485,0.0675,5,1,2.275054485
-2.275054485,0.0675,6,1,2.275054485
-2.275054485,0.0675,7,1,2.275054485
-2.275054485,0.0675,8,1,2.275054485
-2.275054485,0.0675,9,1,2.275054485
-2.275054485,0.0675,10,1,2.275054485
-1.30567746,0.4195,1,0.98,1.30567746
-1.30567746,0.4195,2,1,1.30567746
-1.30567746,0.4195,3,1,1.30567746
-1.30567746,0.4195,4,1,1.30567746
-1.30567746,0.4195,5,1,1.30567746
-1.30567746,0.4195,6,1,1.30567746
-1.30567746,0.4195,7,1,1.30567746
-1.30567746,0.4195,8,1,1.30567746
-1.30567746,0.4195,9,1,1.30567746
-1.30567746,0.4195,10,1,1.30567746
-0.718353598,0.2295,1,0.86,0.718353598
-0.718353598,0.2295,2,0.92,0.718353598
